ID,Timestamp,Με τι είδος development ασχολείσαι επαγγελματικά αυτή την περίοδο;,Με ποιες γλώσσες προγραμματισμού δουλεύεις επαγγελματικά αυτή την περίοδο;,Πόσα χρόνια δουλεύεις επαγγελματικά ως προγραμματιστής;,Έχεις προσωπικά projects ή κάνεις freelancing πέρα από την κύρια εργασία σου;,Φύλλο;,Ποιος είναι ο τρόπος εργασίας;,Σε ποια πόλη μένεις;,Σε ποια πόλη δουλεύεις;,Τι μέγεθος είναι η εταιρεία που δουλεύεις;,Έχεις άτομα υπό την επίβλεψη σου;,Ποιό είναι το επίπεδο σπουδών σου;,"Ποιος είναι ο τίτλος του πτυχίου σου; (Αν έχεις παραπάνω από ένα, συμπλήρωσε τα)",Ποιος είναι ο ΕΤΗΣΙΟΣ ΚΑΘΑΡΟΣ μισθός σου σε €;,[Fixed] Ποιος είναι ο ΕΤΗΣΙΟΣ ΚΑΘΑΡΟΣ μισθός σου σε €;,[GROUP] Πόσα χρόνια δουλεύεις επαγγελματικά ως προγραμματιστής;,"[GROUP] Σε ποια πόλη δουλεύεις, Greece ή Abroad","[GROUP] Σε ποια πόλη δουλεύεις, Αττική ή Υπόλοιπη Ελλάδα",[NORMALIZED] Με ποιες γλώσσες προγραμματισμού δουλεύεις επαγγελματικά αυτή την περίοδο;,[GROUP] Το πτυχίο σου είYes σχετικό με τον τομέα της πληροφορική;,[NORMALIZED] Με τι είδος development ασχολείσαι επαγγελματικά αυτή την περίοδο;,[NORMALIZED] Με ποιες γλώσσες προγραμματισμού δουλεύεις επαγγελματικά αυτή την περίοδο;
489,3/24/2023 0:45:13,"Backend, Frontend","C#, JavaScript",2,Ναι,Άντρας,Στον χώρο του εργοδότη,ΛΕΜΕΣΟΣ,,201 - 500,Όχι,Master,"ΠΛΗΡΟΦΟΡΙΚΗ ΚΑΙ ΟΙΚΟΝΟΜΙΚΑ, ΠΛΗΡΟΦΟΡΙΑΚΑ ΣΥΣΤΗΜΑΤΑ ΚΑΙ ΨΗΦΙΑΚΗ ΚΑΙΝΟΤΟΜΙΑ",21000,21000,2,Εξωτερικό,-,,Ναι,"Backend, Frontend","C#, JavaScript"
490,3/24/2023 13:47:52,Frontend,JavaScript,40,Όχι,Άντρας,Στον χώρο του εργοδότη,Αθήνα,Αθήνα,1 - 10,Όχι,Λύκειο,,11000,11000,10+,Ελλάδα,Αττική,,Όχι,Frontend,JavaScript
491,3/24/2023 17:24:27,"Backend, Frontend",JavaScript,3,Ναι,Άντρας,Απομακρυσμένα,nomad,Madrid,51 - 100,Όχι,Master,Μηχανικός Πληροφορικής,23016,23016,3,Εξωτερικό,-,,Ναι,"Backend, Frontend",JavaScript
492,3/24/2023 22:07:38,"Backend, Frontend",Java,1,Ναι,Άντρας,Απομακρυσμένα,Κοζάνη,Αθήνα,501+,Όχι,Bachelor's,Αποφοιτος ΑΣΕΙ,14500,14500,1,Ελλάδα,Αττική,,Ναι,"Backend, Frontend",Java
493,3/24/2023 23:44:46,"Mobile apps, Low-Code, App Script Automations","Python, JavaScript",3,Ναι,Άντρας,Απομακρυσμένα,Δράμα,Δράμα,11 - 50,Ναι,Bachelor's,Πληροφορική ΑΠΘ,20800,20800,3,Ελλάδα,Υπόλοιπη Ελλάδα,,Ναι,"Mobile Apps, Low-Code, Automations / RPA","Python, JavaScript"
494,3/25/2023 0:45:51,"Backend, Frontend","C#, JavaScript",3,Όχι,Άντρας,Στον χώρο του εργοδότη,Αθήνα,Αθήνα,11 - 50,Όχι,Λύκειο,,18000,18000,3,Ελλάδα,Αττική,,Όχι,"Backend, Frontend","C#, JavaScript"
495,3/25/2023 1:23:10,Backend,Go,8,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,501+,Ναι,Master,Computer Science,70000,70000,8,Ελλάδα,Αττική,,Ναι,Backend,Go
496,3/25/2023 7:43:04,"AI / ML, Data scientist",Python,5,Όχι,Γυναίκα,Και τα δύο,Αθήνα,Αθήνα,501+,Ναι,Master,Ηλεκτρολόγος μηχανικός και μηχανικός Η/Υ,30856,30856,5,Ελλάδα,Αττική,,Ναι,"AI / ML, Data Scientist / Data Engineer",Python
497,3/25/2023 11:49:59,Frontend,JavaScript,1,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,501+,Όχι,Bachelor's,Φυσική ,17.01,17010,1,Ελλάδα,Αττική,,Όχι,Frontend,JavaScript
498,3/25/2023 13:03:20,Gaming,C#,10,Ναι,Άντρας,Και τα δύο,Αθήνα,,11 - 50,Όχι,Master,Πληροφορική,30000,30000,10+,Ελλάδα,Αττική,,Ναι,Gaming,C#
499,3/25/2023 13:03:30,AI / ML,Python,2,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,201 - 500,Ναι,Master,Ηλέκτρολόγος Μηχανικός και Μηχανικός Υπολογιστών,1844,25816,2,Ελλάδα,Αττική,,Ναι,AI / ML,Python
500,3/25/2023 19:24:58,"Backend, Frontend, DevOps","JavaScript, Typescript",3,Ναι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,201 - 500,Ναι,Bachelor's,Τμήμα Πληροφορικής και Τηλεπικοινωνιών ΕΚΠΑ,21000,21000,3,Ελλάδα,Αττική,,Ναι,"Backend, Frontend, SRE / DevOps","JavaScript, TypeScript"
501,3/25/2023 20:19:16,Backend,LANSA,1,Ναι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,501+,Ναι,Bachelor's,Informatics & Telecommunications,14.24,14240,1,Ελλάδα,Αττική,,Ναι,Backend,LANSA
502,3/25/2023 20:41:10,Backend,"Java, Drools Engine",1,Όχι,Άντρας,Και τα δύο,Ιωάννινα,,201 - 500,Όχι,Master,Computer Science & engineering ,18,18000,1,Ελλάδα,Υπόλοιπη Ελλάδα,,Ναι,Backend,"Java, Drools Engine"
503,3/26/2023 0:26:57,Backend,PHP,4,Ναι,Άντρας,Στον χώρο του εργοδότη,Θεσσαλονίκη,Θεσσαλονίκη,11 - 50,Ναι,Master,ΗΜΜΥ ΑΠΘ ,20,20000,4,Ελλάδα,Υπόλοιπη Ελλάδα,,Ναι,Backend,PHP
504,3/26/2023 0:28:30,Backend,Java,7,Ναι,Άντρας,Απομακρυσμένα,Αθήνα,Αθήνα,201 - 500,Όχι,Bachelor's,bachelor degree of computer science,25200,25200,7,Ελλάδα,Αττική,,Ναι,Backend,Java
505,3/26/2023 2:52:01,"Backend, Frontend","C#, Typescript, SQL",1,Ναι,Άντρας,Και τα δύο,Amsterdam,Utrecht ,201 - 500,Όχι,ΙΕΚ,Full stack software developer ,37000,37000,1,Εξωτερικό,-,,Ναι,"Backend, Frontend","C#, TypeScript, SQL"
506,3/26/2023 13:44:32,Frontend,"JavaScript, PHP, ",2,Ναι,Άντρας,Στον χώρο του εργοδότη,Αθήνα,Αθήνα,1 - 10,Όχι,Bachelor's,μηχανικων πληροφορικης,12600,12600,2,Ελλάδα,Αττική,,Ναι,Frontend,"JavaScript, PHP, -"
507,3/26/2023 14:21:51,"Backend, Frontend, DevOps","Python, JavaScript, Bash",5,Ναι,Άντρας,Απομακρυσμένα,Θεσσαλονίκη,Amsterdam,11 - 50,Όχι,Bachelor's,Μηχανικός Λογισμικού,25000,25000,5,Εξωτερικό,-,,Ναι,"Backend, Frontend, SRE / DevOps","Python, JavaScript, Bash"
508,3/26/2023 14:24:06,DevOps,"Python, Go, Bash",1,Ναι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,11 - 50,Όχι,Master,Integrated Masters of Engineering,1469,20566,1,Ελλάδα,Αττική,,Ναι,SRE / DevOps,"Python, Go, Bash"
509,3/26/2023 14:29:20,Backend,"Python, Go",1,Ναι,Άντρας,Στον χώρο του εργοδότη,Αθήνα,Αθήνα,11 - 50,Ναι,Master,Μηχανικός Πληροφορικής και Υπολογιστών,1580,22120,1,Ελλάδα,Αττική,,Ναι,Backend,"Python, Go"
510,3/26/2023 14:43:43,"Frontend, Mobile apps",Typescript,2,Όχι,Άντρας,Απομακρυσμένα,Αθήνα,Αθήνα,101 - 200,Όχι,Λύκειο,,26400,26400,2,Ελλάδα,Αττική,,Όχι,"Frontend, Mobile Apps",TypeScript
511,3/26/2023 15:10:13,QA,"Java, Python",3,Ναι,Άντρας,Και τα δύο,Nice,Jice,501+,Όχι,Bachelor's,Computer Software Engineer,32000,32000,3,Εξωτερικό,-,,Ναι,QA Engineer / QA Automation Engineer,"Java, Python"
512,3/26/2023 17:02:46,"Backend, Frontend","JavaScript, PHP",1,Ναι,Άντρας,Στον χώρο του εργοδότη,Αθήνα,,11 - 50,Όχι,Bachelor's,"Computer Science (College), Web Designer / Developer (IEK)",12.15,12150,1,Ελλάδα,Αττική,,Ναι,"Backend, Frontend","JavaScript, PHP"
513,3/26/2023 20:41:40,Backend,C#,3,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,201 - 500,Όχι,Bachelor's,Statistics,15000,15000,3,Ελλάδα,Αττική,,Όχι,Backend,C#
514,3/26/2023 21:09:43,Backend,Java,4,Ναι,Άντρας,Και τα δύο,Ιωάννινα,Ιωάννινα,101 - 200,Ναι,Master,Software Engineer,36000,36000,4,Ελλάδα,Υπόλοιπη Ελλάδα,,Ναι,Backend,Java
515,3/27/2023 0:04:36,"Backend, Frontend","C#, JavaScript",5,Όχι,Άντρας,Και τα δύο,Αθήνα,,501+,Όχι,Master,Ηλεκτρολόγος μηχανικός και μηχανικός Υ/Η,35000,35000,5,Ελλάδα,Αττική,,Ναι,"Backend, Frontend","C#, JavaScript"
516,3/27/2023 10:28:12,Backend,SQL,7,Ναι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,201 - 500,Όχι,Bachelor's,Μηχανικός Ηλεκτρονικών Υπολογιστικών Συστημάτων,29670,29670,7,Ελλάδα,Αττική,,Ναι,Backend,SQL
517,3/27/2023 11:04:56,Frontend,JavaScript,2,Ναι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,11 - 50,Όχι,Bachelor's,Φυσικό ΑΠΘ,16800,16800,2,Ελλάδα,Αττική,,Όχι,Frontend,JavaScript
518,3/27/2023 13:02:39,"Backend, BI",SQL,14,Όχι,Γυναίκα,Και τα δύο,Αθήνα,Αθήνα,501+,Ναι,Bachelor's,Information Systems and Management,3140,43960,10+,Ελλάδα,Αττική,,Ναι,"Backend, BI / Data Analysis",SQL
519,3/27/2023 16:25:11,"Backend, Frontend","C#, JavaScript",27,Ναι,Άντρας,Στον χώρο του εργοδότη,Αθήνα,Αθήνα,11 - 50,Ναι,ΙΕΚ,Προγραμματιστής/Αναλυτής εφαρμογών πληροφορικής,35000,35000,10+,Ελλάδα,Αττική,,Ναι,"Backend, Frontend","C#, JavaScript"
520,3/27/2023 19:56:34,Mobile apps,Kotlin,7,Όχι,Άντρας,Απομακρυσμένα,Λεμεσός, Λεμεσός,51 - 100,Όχι,Bachelor's,Μηχανικός Πληροφορικής,38700,38700,7,Ελλάδα,-,,Ναι,Mobile Apps,Kotlin
521,3/27/2023 22:13:04,Backend,Python,1,Ναι,Άντρας,Και τα δύο,Θεσσαλονίκη,Θεσσαλονίκη,201 - 500,Όχι,Bachelor's,Φυσικός,1100,15400,1,Ελλάδα,Υπόλοιπη Ελλάδα,,Όχι,Backend,Python
522,3/28/2023 11:31:02,"Backend, DevOps, AI / ML","Python, JavaScript, PHP",4,Ναι,Άντρας,Και τα δύο,Αθήνα,,201 - 500,Όχι,Bachelor's,Μηχανικός Πληροφορικής,18620,18620,4,Ελλάδα,Αττική,,Ναι,"Backend, SRE / DevOps, AI / ML","Python, JavaScript, PHP"
523,3/28/2023 14:24:37,Frontend,Typescript,4,Όχι,Γυναίκα,Και τα δύο,Θεσσαλονίκη,Θεσσαλονίκη,501+,Ναι,Master,Πληροφορικής,25.24,25240,4,Ελλάδα,Υπόλοιπη Ελλάδα,,Ναι,Frontend,TypeScript
524,3/28/2023 18:18:30,Backend,C#,1,Ναι,Άντρας,Στον χώρο του εργοδότη,Θεσσαλονίκη,,51 - 100,Όχι,Λύκειο,,16000,16000,1,Ελλάδα,Υπόλοιπη Ελλάδα,,Όχι,Backend,C#
525,3/29/2023 1:17:28,Backend,C#,5,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,501+,Όχι,Bachelor's,Computer Science,26600,26600,5,Ελλάδα,Αττική,,Ναι,Backend,C#
526,3/29/2023 1:22:34,Gaming,"Java, C++, Objective-C",2,Ναι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,501+,Όχι,Λύκειο,,28000,28000,2,Ελλάδα,Αττική,,Όχι,Gaming,"Java, C++, Objective-C"
527,3/29/2023 3:24:16,Backend,Tcl,3,Ναι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,501+,Όχι,Bachelor's,Computer Science,16.8,16800,3,Ελλάδα,Αττική,,Ναι,Backend,Tcl
528,3/29/2023 12:25:07,BI,SQL,1,Όχι,Άντρας,Απομακρυσμένα,Αθήνα,Θεσσαλονίκη,501+,Όχι,Bachelor's,Πληροφορική ΑΠΘ,12000,12000,1,Ελλάδα,Υπόλοιπη Ελλάδα,,Ναι,BI / Data Analysis,SQL
529,3/29/2023 12:26:52,Backend,"Java, Python",3,Όχι,Άντρας,Στον χώρο του εργοδότη,Αθήνα,Αθήνα,51 - 100,Όχι,Master,ηλεκτρολογος μηχανικος ΔΠΘ,22400,22400,3,Ελλάδα,Αττική,,Ναι,Backend,"Java, Python"
530,3/29/2023 12:46:04,AI / ML,Python,2,Ναι,Άντρας,Στον χώρο του εργοδότη,Θεσσαλονίκη,Θεσσαλονίκη,501+,Όχι,Master,Ηλεκτρολόγος Μηχανικός και μηχανικός υπολογιστών,21896,21896,2,Ελλάδα,Υπόλοιπη Ελλάδα,,Ναι,AI / ML,Python
531,3/29/2023 12:56:03,"Backend, DevOps, Desktop apps, Gaming","Java, Python, JavaScript, Bash, TCL",9,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,501+,Ναι,Master,"Πτυχίο Πληροφορικής και Τηλεπικοινωνιών ΕΚΠΑ
Μεταπτυχιακό στα Προηγμένα Συστήματα Ασφαλείας Πα.Πει.",29977,29977,9,Ελλάδα,Αττική,,Ναι,"Backend, SRE / DevOps, Desktop Apps, Gaming","Java, Python, JavaScript, Bash, Tcl"
532,3/29/2023 13:25:17,DevOps,"Bash, terraform, ansible",2,Ναι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,501+,Όχι,Bachelor's,μηχανικος πληροφορικης και υπολογιστων,18900,18900,2,Ελλάδα,Αττική,,Ναι,SRE / DevOps,"Bash, HCL, Ansible"
533,3/29/2023 13:28:29,"Backend, Frontend","Java, JavaScript",1,Ναι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,201 - 500,Όχι,Bachelor's,Μηχανικος Ηλεκτρονικων Υπολογιστων και Πληροφορικης,15120,15120,1,Ελλάδα,Αττική,,Ναι,"Backend, Frontend","Java, JavaScript"
534,3/29/2023 13:43:28,"Backend, Frontend","Java, Python",10,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,101 - 200,Ναι,Master,Εφαρμοσμενη Πληροφορική,32000,32000,10+,Ελλάδα,Αττική,,Ναι,"Backend, Frontend","Java, Python"
535,3/29/2023 13:53:43,"Backend, Frontend","Java, JavaScript",1,Ναι,Άντρας,Και τα δύο,Θεσσαλονίκη,Θεσσαλονίκη,11 - 50,Ναι,Bachelor's,"Εφαρμοσμενης Πληροφορικης, ΠΑΜΑΚ",10000,10000,1,Ελλάδα,Υπόλοιπη Ελλάδα,,Ναι,"Backend, Frontend","Java, JavaScript"
536,3/29/2023 13:57:09,"Frontend, Embedded","C, JavaScript",1,Όχι,Άντρας,Και τα δύο,Κόρινθος,Κόρινθος,501+,Όχι,Master,Ηλεκτρολόγος Μηχανικός και Τεχνολογίας Υπολογιστών,1114,15596,1,Ελλάδα,Υπόλοιπη Ελλάδα,,Ναι,"Frontend, FPGA / ASIC / Embedded","C, JavaScript"
537,3/29/2023 14:58:14,Frontend,JavaScript,10,Όχι,Άντρας,Απομακρυσμένα,Λάρισα,Λάρισα,11 - 50,Όχι,Master,"Μηχανικός Η/Υ, Τηλ/ών και Δικτύων",26640,26640,10+,Ελλάδα,Υπόλοιπη Ελλάδα,,Ναι,Frontend,JavaScript
538,3/29/2023 15:42:15,Backend,"Python, PHP",3,Όχι,Άντρας,Απομακρυσμένα,Δράμα,Αθήνα,11 - 50,Ναι,Master,Ηλεκτρολόγος Μηχανικός Ηλεκτρονικών Υπολογιστών,28000,28000,3,Ελλάδα,Αττική,,Ναι,Backend,"Python, PHP"
539,3/29/2023 15:52:23,"Backend, Frontend, Desktop apps",C#,15,Ναι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,201 - 500,Όχι,Bachelor's,Βιομηχανική Πληροφορική,23000,23000,10+,Ελλάδα,Αττική,,Ναι,"Backend, Frontend, Desktop Apps",C#
540,3/29/2023 16:08:51,"Backend, Frontend","JavaScript, PHP",2,Όχι,Άντρας,Απομακρυσμένα,Θεσσαλονίκη,Θεσσαλονίκη,1 - 10,Όχι,Bachelor's,BSc Computer Science ,16800,16800,2,Ελλάδα,Υπόλοιπη Ελλάδα,,Ναι,"Backend, Frontend","JavaScript, PHP"
541,3/29/2023 18:15:50,AI / ML,Python,1,Όχι,Άντρας,Και τα δύο,Θεσσαλονίκη,Θεσσαλονίκη,1 - 10,Όχι,Bachelor's,Industrial Engineering & Management,8000,8000,1,Ελλάδα,Υπόλοιπη Ελλάδα,,Ναι,AI / ML,Python
542,3/29/2023 19:14:40,Frontend,JavaScript,4,Όχι,Άντρας,Απομακρυσμένα,Άρτα,Αθήνα,51 - 100,Όχι,Master,Μηχανικών Πληροφορικής,24000,24000,4,Ελλάδα,Αττική,,Ναι,Frontend,JavaScript
543,3/29/2023 19:50:09,Backend,PHP,5,Ναι,Άντρας,Και τα δύο,Θεσσαλονίκη,Amsterdam,101 - 200,Όχι,ΙΕΚ,Web Developer,20400,20400,5,Εξωτερικό,-,,Ναι,Backend,PHP
544,3/29/2023 21:52:25,"Backend, Frontend","Java, JavaScript",1,Όχι,,Στον χώρο του εργοδότη,Θεσσαλονίκη,Θεσσαλονίκη,101 - 200,Όχι,Bachelor's,Software engineering ,10.1,10100,1,Ελλάδα,Υπόλοιπη Ελλάδα,,Ναι,"Backend, Frontend","Java, JavaScript"
545,3/29/2023 22:12:26,AI / ML,Python,2,Ναι,Άντρας,Και τα δύο,Copenhagen,Copenhagen,501+,Όχι,Master,Ηλεκτρολογος Μηχανικος και Μηχανικος Υπολογιστων,37120,37120,2,Εξωτερικό,-,,Ναι,AI / ML,Python
546,3/29/2023 23:23:00,Frontend,JavaScript,1,Όχι,Άντρας,Στον χώρο του εργοδότη,Αθήνα,,51 - 100,Όχι,Bachelor's,ΠΟΛΙΤΙΣΜΙΚΗ ΤΕΧΝΟΛΟΓΙΑ ΚΑΙ ΕΠΙΚΟΙΝΩΝΙΑ,8610,8610,1,Ελλάδα,Αττική,,Ναι,Frontend,JavaScript
547,3/30/2023 0:28:11,Frontend,JavaScript,1,Ναι,Άντρας,Και τα δύο,Θεσσαλονίκη,Θεσσαλονίκη,501+,Όχι,Master,Αγρονομων και Τοπογραφων Μηχανικων & Πληροφορικης,10500,10500,1,Ελλάδα,Υπόλοιπη Ελλάδα,,Ναι,Frontend,JavaScript
548,3/30/2023 10:37:46,Mobile apps,"Java, Kotlin",5,Όχι,Άντρας,Απομακρυσμένα,Λαμία ,Αθήνα,201 - 500,Όχι,Master,Πληροφορική,21000,21000,5,Ελλάδα,Αττική,,Ναι,Mobile Apps,"Java, Kotlin"
549,3/30/2023 13:20:56,Mobile apps,Swift,5,Ναι,Άντρας,Απομακρυσμένα,Berlin,Berlin,201 - 500,Όχι,Bachelor's,Μηχανικός Λογισμικού,48000,48000,5,Εξωτερικό,-,,Ναι,Mobile Apps,Swift
550,3/30/2023 13:28:01,Backend,"Java, Go",2,Ναι,Άντρας,Και τα δύο,Αθήνα,London,1 - 10,Ναι,Χωρίς Δευτεροβάθμια Εκπαίδευση,,23400,23400,2,Εξωτερικό,-,,Όχι,Backend,"Java, Go"
551,3/30/2023 19:32:05,Backend,C#,5,Όχι,Άντρας,Και τα δύο,Θεσσαλονίκη,Θεσσαλονίκη,501+,Όχι,Master,"Οικονομικα, πληροφοριακά συστήματα ",24650,24650,5,Ελλάδα,Υπόλοιπη Ελλάδα,,Ναι,Backend,C#
552,3/30/2023 19:49:32,"Backend, Frontend","Java, Bash, Typescript",1,Όχι,Άντρας,Απομακρυσμένα,Θεσσαλονίκη,Αθήνα,501+,Όχι,Bachelor's,Computer Science,13424,13424,1,Ελλάδα,Αττική,,Ναι,"Backend, Frontend","Java, Bash, TypeScript"
553,3/31/2023 12:53:08,Frontend,JavaScript,2,Ναι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,501+,Όχι,Bachelor's,Bachelor of Science in Mathematics,20.16,20160,2,Ελλάδα,Αττική,,Ναι,Frontend,JavaScript
554,4/1/2023 3:30:05,"Backend, Frontend","C#, JavaScript",1,Όχι,Άντρας,Στον χώρο του εργοδότη,Καλαματα,,11 - 50,Όχι,Bachelor's,ΗΜΜΥ,12600,12600,1,Εξωτερικό,-,,Ναι,"Backend, Frontend","C#, JavaScript"
555,4/1/2023 11:07:52,Backend,"Go, Typescript ",6,Όχι,Άντρας,Και τα δύο,Θεσσαλονίκη,Θεσσαλονίκη,11 - 50,Ναι,Master,ΗΜΜΥ,28980,28980,6,Ελλάδα,Υπόλοιπη Ελλάδα,,Ναι,Backend,"Go, TypeScript"
556,4/1/2023 12:58:08,Backend,Java,11,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,201 - 500,Ναι,Master,Ηλ.Μηχανικός και Μηχανικός Υπολογιστών,27000,27000,10+,Ελλάδα,Αττική,,Ναι,Backend,Java
557,4/2/2023 17:37:15,Embedded,"C, Python",2,Όχι,Άντρας,Και τα δύο,Θεσσαλονίκη,,101 - 200,Όχι,Master,Electrical and Computer Engineering,1300,18200,2,Ελλάδα,Υπόλοιπη Ελλάδα,,Ναι,FPGA / ASIC / Embedded,"C, Python"
558,4/4/2023 19:14:50,"Backend, Frontend","Python, JavaScript",12,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,11 - 50,Ναι,Master,Msc computing ,29400,29400,10+,Ελλάδα,Αττική,,Ναι,"Backend, Frontend","Python, JavaScript"
559,4/5/2023 11:34:01,Software Development,"C, C++, Python",1,Όχι,Άντρας,Στον χώρο του εργοδότη,Θεσσαλονίκη,Θεσσαλονίκη,501+,Όχι,Master,"MEng, Mechanical Engineering",25000,25000,1,Ελλάδα,Υπόλοιπη Ελλάδα,,Ναι,Backend,"C, C++, Python"
560,4/5/2023 12:11:46,Backend,"JavaScript, PHP, SQL",3,Ναι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,11 - 50,Όχι,Λύκειο,,19600,19600,3,Ελλάδα,Αττική,,Όχι,Backend,"JavaScript, PHP, SQL"
561,4/5/2023 12:34:58,"Backend, Frontend","Java, JavaScript",2,Ναι,Άντρας,Απομακρυσμένα,Rethymno,Αθήνα,51 - 100,Όχι,Λύκειο,,20.542,20542,2,Ελλάδα,Αττική,,Όχι,"Backend, Frontend","Java, JavaScript"
562,4/5/2023 13:08:12,"Backend, Frontend, Desktop apps","C#, JavaScript, SQL, Visual Basic",11,Ναι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,101 - 200,Όχι,Master,Ηλεκτρογος Μηχανικός και Μηχανικός υπολογιστών,29000,29000,10+,Ελλάδα,Αττική,,Ναι,"Backend, Frontend, Desktop Apps","C#, JavaScript, SQL, Visual Basic"
563,4/5/2023 13:14:48,Cybersecurity,"C, Python, Bash",6,Ναι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,501+,Όχι,Master,Ηλεκτρολόγος Μηχανικός και Μηχανικός Υπολογιστών,65000,65000,6,Ελλάδα,Αττική,,Ναι,Cybersecurity,"C, Python, Bash"
564,4/5/2023 14:27:46,"Backend, Frontend",C#,16,Ναι,Άντρας,Απομακρυσμένα,Pafos,Pafos,1 - 10,Ναι,PhD,AI,55000,55000,10+,Εξωτερικό,-,,Ναι,"Backend, Frontend",C#
565,4/5/2023 15:46:00,Frontend,JavaScript,6,Όχι,Άντρας,Στον χώρο του εργοδότη,Ηράκλειο,Ηράκλειο,11 - 50,Ναι,Λύκειο,,22400,22400,6,Ελλάδα,Υπόλοιπη Ελλάδα,,Όχι,Frontend,JavaScript
566,4/5/2023 19:04:36,Frontend,"Java, JavaScript",9,Ναι,Άντρας,Απομακρυσμένα,Αθήνα,Αθήνα,51 - 100,Όχι,Master,Informatics & Telecommunications,30061,30061,9,Ελλάδα,Αττική,,Ναι,Frontend,"Java, JavaScript"
567,4/5/2023 19:13:07,"Backend, Frontend","C#, Python, JavaScript",10,Ναι,Άντρας,Και τα δύο,Θεσσαλονίκη,Θεσσαλονίκη,501+,Όχι,Bachelor's,ΠΤΥΧΙΟ ΕΦΑΡΜΟΣΜΕΝΗΣ ΠΛΗΡΟΦΟΡΙΚΗΣ,23000,23000,10+,Ελλάδα,Υπόλοιπη Ελλάδα,,Ναι,"Backend, Frontend","C#, Python, JavaScript"
568,4/5/2023 23:02:17,Data Engineering,"Python, Bash, SQL",2,Όχι,Άντρας,Απομακρυσμένα,Αθήνα,Αθήνα,501+,Όχι,Master,Meng Applied Mathematics and physcial sciences,13324,13324,2,Ελλάδα,Αττική,,Ναι,Data Scientist / Data Engineer,"Python, Bash, SQL"
569,4/6/2023 12:33:08,Backend,Python,4,Ναι,Άντρας,Απομακρυσμένα,Αθήνα,Αθήνα,51 - 100,Όχι,Master,Integrated Master,27000,27000,4,Ελλάδα,Αττική,,Ναι,Backend,Python
570,4/6/2023 13:01:03,Backend,Python,1,Ναι,Άντρας,Απομακρυσμένα,χανια,Αθήνα,11 - 50,Ναι,Bachelor's,μηχανικός πληροφορικής,12000,12000,1,Ελλάδα,Αττική,,Ναι,Backend,Python
571,4/6/2023 15:15:56,"Backend, Frontend","JavaScript, PHP",3,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,1 - 10,Όχι,Bachelor's,BCS (Bachelor of Computer Science),15.4,15400,3,Ελλάδα,Αττική,,Ναι,"Backend, Frontend","JavaScript, PHP"
572,4/7/2023 0:21:01,"Backend, Frontend, Desktop apps","C#, JavaScript",2,Ναι,Άντρας,Στον χώρο του εργοδότη,Αθήνα,,11 - 50,Όχι,ΙΕΚ,ΤΕΧΝΙΚΟΣ ΕΦΑΡΜΟΓΩΝ ΠΛΗΡΟΦΟΡΙΚΗΣ,14000,14000,2,Ελλάδα,Αττική,,Ναι,"Backend, Frontend, Desktop Apps","C#, JavaScript"
573,4/7/2023 8:07:03,Gaming,"C#, JavaScript",8,Όχι,Άντρας,Απομακρυσμένα,Αθήνα,London,1 - 10,Όχι,Λύκειο,,54000,54000,8,Εξωτερικό,-,,Όχι,Gaming,"C#, JavaScript"
574,4/7/2023 15:59:46,Frontend,React,1,Όχι,Γυναίκα,Και τα δύο,Ηράκλειο,,51 - 100,Όχι,Bachelor's,Πτυχιούχος Μηχανικών Πληροφορικής,17.878,17878,1,Ελλάδα,Υπόλοιπη Ελλάδα,,Ναι,Frontend,JavaScript
575,4/7/2023 16:45:16,Frontend,JavaScript,10,Όχι,Άντρας,Απομακρυσμένα,Αθήνα,Αθήνα,101 - 200,Όχι,Master,Μηχανικών πληροφορικής,14000,14000,10+,Ελλάδα,Αττική,,Ναι,Frontend,JavaScript
